X,Y,station,latitude,longitude,iphc_area,lbs_t_1998,cnt_t_1998,lbs_o32in_1998,a_lbs_o32_1998,t_avg_lbs_1998,pct_t_o32_1998,pct_bin_1998,lbs_t_1999,cnt_t_1999,lbs_o32in_1999,a_lbs_o32_1999,t_avg_lbs_1999,pct_t_o32_1999,pct_bin_1999,lbs_t_2000,cnt_t_2000,lbs_o32in_2000,a_lbs_o32_2000,t_avg_lbs_2000,pct_t_o32_2000,pct_bin_2000,lbs_t_2001,cnt_t_2001,lbs_o32in_2001,a_lbs_o32_2001,t_avg_lbs_2001,pct_t_o32_2001,pct_bin_2001,lbs_t_2002,cnt_t_2002,lbs_o32in_2002,a_lbs_o32_2002,t_avg_lbs_2002,pct_t_o32_2002,pct_bin_2002,lbs_t_2003,cnt_t_2003,lbs_o32in_2003,a_lbs_o32_2003,t_avg_lbs_2003,pct_t_o32_2003,pct_bin_2003,lbs_t_2004,cnt_t_2004,lbs_o32in_2004,a_lbs_o32_2004,t_avg_lbs_2004,pct_t_o32_2004,pct_bin_2004,lbs_t_2005,cnt_t_2005,lbs_o32in_2005,a_lbs_o32_2005,t_avg_lbs_2005,pct_t_o32_2005,pct_bin_2005,lbs_t_2006,cnt_t_2006,lbs_o32in_2006,a_lbs_o32_2006,t_avg_lbs_2006,pct_t_o32_2006,pct_bin_2006,lbs_t_2007,cnt_t_2007,lbs_o32in_2007,a_lbs_o32_2007,t_avg_lbs_2007,pct_t_o32_2007,pct_bin_2007,lbs_t_2008,cnt_t_2008,lbs_o32in_2008,a_lbs_o32_2008,t_avg_lbs_2008,pct_t_o32_2008,pct_bin_2008,lbs_t_2009,cnt_t_2009,lbs_o32in_2009,a_lbs_o32_2009,t_avg_lbs_2009,pct_t_o32_2009,pct_bin_2009,lbs_t_2010,cnt_t_2010,lbs_o32in_2010,a_lbs_o32_2010,t_avg_lbs_2010,pct_t_o32_2010,pct_bin_2010,lbs_t_2011,cnt_t_2011,lbs_o32in_2011,a_lbs_o32_2011,t_avg_lbs_2011,pct_t_o32_2011,pct_bin_2011,lbs_t_2012,cnt_t_2012,lbs_o32in_2012,a_lbs_o32_2012,t_avg_lbs_2012,pct_t_o32_2012,pct_bin_2012,lbs_t_2013,cnt_t_2013,lbs_o32in_2013,a_lbs_o32_2013,t_avg_lbs_2013,pct_t_o32_2013,pct_bin_2013,lbs_t_2014,cnt_t_2014,lbs_o32in_2014,a_lbs_o32_2014,t_avg_lbs_2014,pct_t_o32_2014,pct_bin_2014,lbs_t_2015,cnt_t_2015,lbs_o32in_2015,a_lbs_o32_2015,t_avg_lbs_2015,pct_t_o32_2015,pct_bin_2015
-151.0809314,57.16909804,4314,57.16909804,-151.0809314,3A,728,unknown,728,unknown,unknown,unknown,1,994,unknown,960,unknown,unknown,unknown,1,1213,unknown,1203,unknown,unknown,unknown,1,1359,unknown,1348,unknown,unknown,unknown,1,818,31,818,26,0,100,5,63,2,63,32,0,100,5,,,,,,,,424,24,400,19,27,88,5,2375,155,2057,18,26,73,4,77,5,77,15,0,100,5,598,30,588,20,30,97,5,165,10,165,17,0,100,5,695,49,571,17,25,69,4,426,38,310,14,21,58,4,151,11,105,18,27,55,4,662,67,308,14,22,33,3,746,57,583,15,24,67,4,556,54,256,14,23,33,3
-153.4694167,56.6657037,4300,56.6657037,-153.4694167,3A,3344,unknown,3128,unknown,unknown,unknown,1,3994,unknown,3866,unknown,unknown,unknown,1,3839,unknown,3650,unknown,unknown,unknown,1,1381,unknown,1351,unknown,unknown,unknown,1,3507,152,3255,26,35,81,5,3678,204,3383,20,29,83,5,3032,169,2611,22,30,72,4,3206,178,2924,20,29,81,5,3384,181,3012,22,30,76,5,1436,78,1295,21,30,79,5,1325,78,1168,19,28,77,5,1226,69,1104,20,29,80,5,933,52,837,21,29,77,5,990,62,768,22,30,56,4,829,51,627,22,31,55,4,382,23,296,25,32,52,4,1632,145,941,17,25,38,3,680,60,410,16,24,42,3
-175.2501574,52.16417593,6099,52.16417593,-175.2501574,4B,859,unknown,747,unknown,unknown,unknown,1,558,unknown,488,unknown,unknown,unknown,1,1195,unknown,1165,unknown,unknown,unknown,1,1370,unknown,1353,unknown,unknown,unknown,1,28,2,28,14,0,100,5,1764,41,1746,45,54,95,5,625,22,598,31,40,86,5,1798,56,1791,33,40,98,5,641,35,608,20,28,89,5,719,25,699,32,38,88,5,605,42,468,20,27,57,4,1354,49,1296,31,39,86,5,1362,52,1314,28,38,90,5,772,43,644,25,32,60,4,272,9,272,30,0,100,5,746,45,645,21,28,69,4,599,45,449,17,25,58,4,768,34,704,27,35,76,5
-159.2844444,55.66635185,5182,55.66635185,-159.2844444,3B,3593,unknown,3164,unknown,unknown,unknown,1,3360,unknown,2877,unknown,unknown,unknown,1,3539,unknown,2707,unknown,unknown,unknown,1,1791,unknown,1355,unknown,unknown,unknown,1,2356,163,1644,21,29,48,3,2825,172,2128,26,34,47,3,1819,104,1479,26,33,56,4,393,23,342,20,29,74,4,827,63,548,25,32,35,3,589,61,277,15,22,31,3,793,79,391,18,25,28,3,689,66,392,16,23,38,3,1171,120,635,17,23,32,3,693,64,354,21,28,27,3,1023,90,657,20,26,37,3,703,71,376,31,37,17,2,906,93,440,18,25,26,3,1748,181,816,17,24,27,3
-130.5835185,52.49834259,2119,52.49834259,-130.5835185,2B,1380,unknown,1245,unknown,unknown,unknown,1,1412,unknown,1280,unknown,unknown,unknown,1,1109,unknown,1002,unknown,unknown,unknown,1,1445,unknown,1358,unknown,unknown,unknown,1,717,32,678,25,33,84,5,1592,82,1320,26,35,62,4,1664,111,1249,20,29,55,4,1635,100,1225,27,34,46,3,918,50,774,23,32,66,4,315,21,214,24,32,43,3,776,44,602,25,34,55,4,1196,60,1021,26,34,67,4,2401,119,2072,26,34,67,4,1406,58,1301,29,37,78,5,743,34,630,30,39,62,4,919,43,845,25,33,79,5,1214,74,907,26,34,47,3,1889,113,1467,23,32,56,4
-151.7173611,57.66707407,4329,57.66707407,-151.7173611,3A,991,unknown,884,unknown,unknown,unknown,1,2549,unknown,1715,unknown,unknown,unknown,1,2198,unknown,1127,unknown,unknown,unknown,1,1686,unknown,1359,unknown,unknown,unknown,1,2054,189,1069,13,22,43,3,2462,241,1163,13,21,39,3,3271,331,1292,13,21,30,3,3611,322,2041,13,23,47,3,2605,242,1198,14,23,35,3,1952,192,905,13,21,37,3,2560,196,1995,15,24,67,4,3097,286,1806,13,22,50,3,1447,130,831,13,22,48,3,1568,160,544,12,21,28,3,1091,119,321,14,22,19,2,1235,137,355,14,22,18,2,411,52,73,15,22,10,2,1046,124,302,14,22,17,2
-140.9837778,59.16726852,4061,59.16726852,-140.9837778,3A,3134,unknown,2842,unknown,unknown,unknown,1,5293,unknown,4799,unknown,unknown,unknown,1,3107,unknown,2824,unknown,unknown,unknown,1,1586,unknown,1360,unknown,unknown,unknown,1,3312,112,3017,41,49,66,4,1178,55,985,31,39,58,4,2255,99,1911,34,42,57,4,2997,104,2678,43,50,61,4,3743,139,3321,39,47,61,4,1837,72,1616,38,46,58,4,1927,97,1553,35,42,46,3,3429,173,2747,32,40,49,3,2250,139,1706,26,34,47,3,1759,109,1273,33,40,36,3,1118,57,867,36,44,42,3,1016,82,608,28,34,27,3,1335,78,997,33,40,38,3,4074,239,3077,27,35,47,3
-150.5184167,59.33193519,4239,59.33193519,-150.5184167,3A,1250,unknown,1226,unknown,unknown,unknown,1,2334,unknown,2304,unknown,unknown,unknown,1,2829,unknown,2816,unknown,unknown,unknown,1,1387,unknown,1361,unknown,unknown,unknown,1,1615,61,1575,28,38,93,5,2282,81,2197,31,39,88,5,2579,100,2543,26,35,96,5,1773,76,1726,24,34,93,5,1791,75,1739,25,34,92,5,728,36,718,21,31,97,5,375,16,355,25,35,88,5,871,45,792,22,31,80,5,2301,123,2173,20,29,88,5,2040,134,1745,17,26,75,4,1038,55,898,23,32,71,4,1100,51,1006,25,34,78,5,619,47,443,18,26,51,4,59,5,32,16,25,40,3
-152.8691389,56.66593519,4298,56.66593519,-152.8691389,3A,4743,unknown,2689,unknown,unknown,unknown,1,1738,unknown,1013,unknown,unknown,unknown,1,3373,unknown,2114,unknown,unknown,unknown,1,1803,unknown,1361,unknown,unknown,unknown,1,3240,230,2224,20,28,49,3,4480,358,3069,16,24,54,4,4642,367,3055,17,25,49,3,4503,387,2885,16,24,46,3,3456,261,2570,17,25,59,4,4651,287,3956,19,28,71,4,1024,104,400,16,24,24,2,2593,238,1400,17,24,35,3,1913,165,1148,19,26,38,3,2072,224,691,18,26,17,2,1118,116,542,18,25,26,3,1306,158,378,15,22,16,2,1446,191,348,15,21,13,2,1276,165,387,17,23,14,2
-152.0965926,58.66638889,4284,58.66638889,-152.0965926,3A,1031,unknown,938,unknown,unknown,unknown,1,1107,unknown,1082,unknown,unknown,unknown,1,2931,unknown,2865,unknown,unknown,unknown,1,1387,unknown,1368,unknown,unknown,unknown,1,2654,181,2265,16,25,76,5,1238,76,1128,18,27,84,5,1775,93,1585,23,31,75,4,3186,197,2825,18,27,78,5,3028,222,2450,16,24,68,4,2166,138,1873,19,26,73,4,892,32,851,32,40,84,5,1519,98,1319,18,26,77,5,1796,145,1243,16,24,52,4,1267,78,1043,20,29,67,4,777,58,576,17,25,59,4,844,56,713,18,26,71,4,2100,184,1285,15,23,46,3,1105,111,506,15,23,30,3
-159.2800278,55.8335,5185,55.8335,-159.2800278,3B,1860,unknown,1520,unknown,unknown,unknown,1,1741,unknown,1348,unknown,unknown,unknown,1,2906,unknown,2596,unknown,unknown,unknown,1,1681,unknown,1368,unknown,unknown,unknown,1,2206,115,1858,25,34,63,4,2769,175,2267,21,28,63,4,1460,94,1151,21,29,59,4,574,25,521,27,36,76,5,1345,81,1015,31,38,41,3,1154,86,803,20,28,47,3,956,63,664,29,36,37,3,412,32,312,17,24,56,4,923,77,591,17,25,44,3,402,39,204,16,23,33,3,527,57,229,19,26,21,2,685,77,306,19,25,21,2,380,51,106,13,20,16,2,364,41,172,14,21,29,3
-130.8661944,52.00019444,2099,52.00019444,-130.8661944,2B,1638,unknown,1488,unknown,unknown,unknown,1,1850,unknown,1378,unknown,unknown,unknown,1,1466,unknown,1296,unknown,unknown,unknown,1,1540,unknown,1371,unknown,unknown,unknown,1,922,34,846,34,42,74,4,1049,63,816,23,31,57,4,4262,123,3969,46,54,70,4,635,41,452,24,32,46,3,128,11,81,20,27,36,3,207,7,182,46,54,57,4,679,33,580,28,36,64,4,540,23,471,34,41,61,4,1316,64,1100,29,37,59,4,1049,42,980,29,37,81,5,1100,71,908,19,27,66,4,658,42,554,19,27,69,4,752,40,571,34,41,43,3,1810,120,1353,21,29,55,4
-137.5161852,57.9997963,4004,57.9997963,-137.5161852,3A,2495,unknown,2162,unknown,unknown,unknown,1,2791,unknown,2602,unknown,unknown,unknown,1,1533,unknown,1220,unknown,unknown,unknown,1,1549,unknown,1376,unknown,unknown,unknown,1,2261,79,2080,36,45,72,4,1305,56,1183,29,37,73,4,3710,157,3309,31,39,68,4,379,11,367,41,47,82,5,1905,64,1794,37,44,77,5,1133,52,965,33,41,56,4,1638,66,1490,30,39,74,4,1465,97,1083,21,30,53,4,4693,407,2838,15,23,48,3,2262,112,2042,24,32,76,5,1676,102,1440,19,28,73,4,3222,166,2974,22,30,83,5,5267,261,4772,24,32,77,5,5612,335,4943,19,28,78,5
-148.8868796,58.99871296,4156,58.99871296,-148.8868796,3A,576,unknown,558,unknown,unknown,unknown,1,975,unknown,968,unknown,unknown,unknown,1,865,unknown,865,unknown,unknown,unknown,1,1378,unknown,1378,unknown,unknown,unknown,1,3318,136,3248,25,34,94,5,2211,90,2192,25,34,98,5,2011,83,1950,26,34,90,5,841,34,833,25,33,97,5,458,13,458,35,0,100,5,720,25,712,30,38,96,5,689,32,652,24,32,84,5,373,22,331,19,28,77,5,181,12,153,17,26,75,4,278,17,259,17,27,88,5,57,5,43,14,21,60,4,432,24,432,18,0,100,5,152,11,127,16,24,73,4,504,38,344,18,27,50,3
-179.4145278,52.66682407,6112,52.66682407,-179.4145278,4B,995,unknown,967,unknown,unknown,unknown,1,57,unknown,57,unknown,unknown,unknown,1,931,unknown,925,unknown,unknown,unknown,1,1378,unknown,1378,unknown,unknown,unknown,1,1305,32,1305,41,0,100,5,1977,48,1977,41,0,100,5,170,4,170,43,0,100,5,705,20,698,37,44,95,5,1066,12,1066,89,0,100,5,566,15,555,40,51,93,5,213,5,213,43,0,100,5,41,1,41,41,0,100,5,249,4,249,62,0,100,5,202,4,202,51,0,100,5,0,0,0,0,0,0,1,238,3,238,79,0,100,5,309,8,304,43,48,88,5,74,3,74,25,0,100,5
-173.6333519,52.00050926,6086,52.00050926,-173.6333519,4B,1603,unknown,1411,unknown,unknown,unknown,1,1593,unknown,1382,unknown,unknown,unknown,1,2360,unknown,1992,unknown,unknown,unknown,1,1539,unknown,1380,unknown,unknown,unknown,1,638,37,462,36,43,35,3,686,27,596,43,49,52,4,108,12,50,17,23,25,2,292,20,225,19,27,60,4,354,17,307,34,40,53,4,286,34,145,18,24,24,2,109,13,33,17,23,15,2,492,33,369,23,30,48,3,675,49,501,22,28,47,3,661,39,527,28,34,49,3,113,10,71,18,25,40,3,558,40,411,22,29,48,3,579,48,353,22,29,33,3,794,49,607,24,32,51,4
-151.1004722,57.99939815,4264,57.99939815,-151.1004722,3A,3259,unknown,3031,unknown,unknown,unknown,1,827,unknown,685,unknown,unknown,unknown,1,5640,unknown,4294,unknown,unknown,unknown,1,2132,unknown,1381,unknown,unknown,unknown,1,2283,153,1687,20,29,56,4,4730,299,3376,25,33,45,3,6881,414,5276,22,31,57,4,4720,331,3320,19,28,52,4,2877,210,1900,22,30,41,3,3694,235,2872,21,29,59,4,2815,221,1765,18,26,45,3,3332,275,1930,18,26,39,3,5528,435,3335,18,27,42,3,1806,197,607,13,21,24,2,656,69,221,16,24,20,2,3056,251,2064,16,24,52,4,2265,251,729,18,26,16,2,1887,219,528,18,25,14,2
-134.635963,55.99914815,3068,55.99914815,-134.635963,2C,1539,unknown,1504,unknown,unknown,unknown,1,1510,unknown,1501,unknown,unknown,unknown,1,1135,unknown,1114,unknown,unknown,unknown,1,1429,unknown,1394,unknown,unknown,unknown,1,2550,74,2483,38,46,89,5,2109,49,2092,45,53,96,5,2838,67,2789,46,54,91,5,2566,54,2530,51,60,93,5,1615,51,1561,35,43,86,5,1271,42,1199,37,45,76,5,1128,62,933,24,32,63,4,3882,161,3609,28,36,80,5,4272,197,3842,27,35,73,4,1885,72,1748,31,40,78,5,1518,56,1458,30,38,88,5,3419,94,3334,41,48,87,5,1663,43,1632,42,50,91,5,3967,78,3923,54,63,94,5
172.9150333,52.66843333,6144,52.66843333,172.9150333,4B,,,,,,,,2349,unknown,2338,unknown,unknown,unknown,1,3282,unknown,3128,unknown,unknown,unknown,1,1423,unknown,1396,unknown,unknown,unknown,1,949,21,932,49,58,90,5,1438,50,1383,31,41,88,5,1052,47,974,26,34,81,5,1235,43,1216,30,39,95,5,1990,65,1906,35,43,85,5,610,21,603,30,37,95,5,1352,32,1319,47,55,88,5,1137,26,1126,47,52,92,5,1226,39,1152,37,46,79,5,554,24,502,28,37,75,4,474,19,446,28,37,84,5,580,22,572,27,35,95,5,229,15,150,25,34,40,3,825,43,726,23,32,72,4
-153.6338704,58.16500926,4342,58.16500926,-153.6338704,3A,1320,unknown,1214,unknown,unknown,unknown,1,1362,unknown,1253,unknown,unknown,unknown,1,1492,unknown,1411,unknown,unknown,unknown,1,1456,unknown,1403,unknown,unknown,unknown,1,1468,82,1386,19,28,89,5,1708,84,1668,21,29,94,5,1471,73,1374,23,31,84,5,1575,66,1448,28,37,79,5,2131,102,2067,22,30,92,5,2294,123,2130,20,29,85,5,1147,67,1014,20,28,76,5,1616,83,1449,22,32,78,5,669,21,645,36,44,86,5,963,61,830,18,27,75,4,738,50,569,20,28,58,4,519,39,352,19,27,49,3,1766,143,1159,17,25,48,3,697,41,601,21,29,71,4
-159.0028922,54.5012451,5141,54.5012451,-159.0028922,3B,2695,unknown,2506,unknown,unknown,unknown,1,1795,unknown,1696,unknown,unknown,unknown,1,1078,unknown,1014,unknown,unknown,unknown,1,1535,unknown,1405,unknown,unknown,unknown,1,1154,65,1120,18,27,94,5,2756,172,2473,18,27,81,5,1758,112,1595,17,26,85,5,24,2,13,13,24,50,3,304,21,276,15,25,86,5,507,39,381,15,24,64,4,,,,,,,,311,37,103,11,19,24,2,548,60,180,13,21,23,2,226,26,62,12,20,19,2,233,20,141,14,23,50,3,443,46,202,13,21,35,3,630,71,221,13,21,24,2,502,56,127,13,21,18,2
-163.8326111,54.16658333,5193,54.16658333,-163.8326111,3B,2058,unknown,1530,unknown,unknown,unknown,1,3226,unknown,2624,unknown,unknown,unknown,1,1633,unknown,1259,unknown,unknown,unknown,1,1730,unknown,1407,unknown,unknown,unknown,1,2061,146,1606,19,26,59,4,1376,167,493,20,26,15,2,1321,148,604,15,22,26,3,2203,215,1150,14,22,39,3,1358,142,560,15,22,27,3,591,71,233,13,20,25,2,467,51,238,13,20,35,3,544,61,241,14,21,28,3,1001,145,216,14,20,10,2,545,74,119,13,20,12,2,463,58,115,14,21,14,2,568,47,365,21,28,36,3,544,67,241,14,20,25,2,1092,136,269,15,22,13,2
-146.5828796,59.49902778,4108,59.49902778,-146.5828796,3A,2328,unknown,2207,unknown,unknown,unknown,1,1348,unknown,1220,unknown,unknown,unknown,1,1026,unknown,934,unknown,unknown,unknown,1,1518,unknown,1416,unknown,unknown,unknown,1,514,22,448,34,42,59,4,224,8,210,35,42,75,4,2139,92,1925,31,38,68,4,98,7,68,23,30,43,3,1227,58,1041,31,38,59,4,509,22,440,37,44,55,4,344,11,309,62,68,45,3,1276,70,1018,31,38,47,3,458,55,174,15,21,22,2,674,49,437,27,34,33,3,620,42,468,22,30,50,3,700,42,525,31,38,40,3,143,16,50,17,24,19,2,83,9,45,15,21,33,3
-149.2142407,58.5,4209,58.5,-149.2142407,3A,4724,unknown,4082,unknown,unknown,unknown,1,3002,unknown,2849,unknown,unknown,unknown,1,3162,unknown,2859,unknown,unknown,unknown,1,1630,unknown,1418,unknown,unknown,unknown,1,3674,250,2853,19,27,59,4,4484,245,3933,23,31,69,4,4024,216,3529,23,31,71,4,4804,244,4462,23,30,80,5,2567,154,2264,21,28,71,4,1405,94,1140,20,27,62,4,441,41,253,18,25,34,3,492,40,327,16,25,50,3,1474,144,724,16,24,31,3,314,32,124,14,22,28,3,392,34,285,15,22,56,4,427,52,122,14,21,17,2,340,42,144,13,19,26,3,451,49,147,15,22,20,2
-135.5501667,56.50019444,3084,56.50019444,-135.5501667,2C,2769,unknown,2592,unknown,unknown,unknown,1,809,unknown,731,unknown,unknown,unknown,1,2686,unknown,2283,unknown,unknown,unknown,1,1542,unknown,1420,unknown,unknown,unknown,1,1369,79,1158,23,30,63,4,1632,56,1569,33,41,86,5,941,40,850,29,38,73,4,1613,46,1523,45,52,74,4,1096,47,924,36,44,55,4,491,21,424,33,41,62,4,425,23,354,27,34,57,4,842,39,724,30,38,62,4,702,22,659,39,47,77,5,583,33,472,28,35,52,4,288,20,230,21,27,55,4,1330,52,1176,39,46,58,4,2431,95,2081,40,48,55,4,2048,120,1534,28,36,46,3
-146.9157963,59.33326852,4104,59.33326852,-146.9157963,3A,698,unknown,698,unknown,unknown,unknown,1,1916,unknown,1806,unknown,unknown,unknown,1,860,unknown,823,unknown,unknown,unknown,1,1455,unknown,1432,unknown,unknown,unknown,1,630,26,569,30,39,73,4,1348,69,1229,22,31,80,5,1580,75,1448,25,33,77,5,795,41,788,20,27,98,5,175,7,167,28,36,86,5,762,30,745,27,35,93,5,390,20,356,22,31,80,5,607,38,526,19,27,74,4,950,54,787,23,31,63,4,725,48,633,20,26,67,4,335,19,299,21,29,74,4,470,36,329,17,26,53,4,350,30,216,18,25,40,3,1198,89,832,19,27,48,3
173.467,52.66715,6146,52.66715,173.467,4B,,,,,,,,,,,,,,,2315,unknown,2105,unknown,unknown,unknown,1,1648,unknown,1432,unknown,unknown,unknown,1,847,27,826,33,44,93,5,1034,48,870,30,39,60,4,769,43,701,20,29,81,5,819,28,819,29,0,100,5,2033,88,1960,25,33,90,5,807,46,676,23,31,65,4,1238,51,1185,28,34,84,5,2044,52,2015,42,49,92,5,639,27,551,34,42,59,4,186,7,177,30,39,86,5,228,6,228,38,0,100,5,546,24,509,27,34,79,5,239,9,231,29,37,89,5,1050,66,856,20,28,64,4
-125.3838125,48.16642708,1082,48.16642708,-125.3838125,2A,,,,,,,,149,unknown,113,unknown,unknown,unknown,1,,,,,,,,1856,unknown,1433,unknown,unknown,unknown,1,586,37,513,18,26,76,5,3998,267,3344,18,26,69,4,301,15,245,31,39,53,4,2589,236,1479,15,23,41,3,2242,179,1718,15,23,66,4,707,65,348,17,25,31,3,627,54,378,16,24,43,3,1762,174,739,15,23,29,3,1921,165,1211,14,23,51,4,587,41,442,18,27,59,4,47,4,40,13,20,75,4,38,4,15,15,23,25,2,11,1,11,11,0,100,5,119,12,57,14,22,33,3
-165.4823796,54.00015741,6062,54.00015741,-165.4823796,4A,3842,unknown,3366,unknown,unknown,unknown,1,2640,unknown,2348,unknown,unknown,unknown,1,2961,unknown,2114,unknown,unknown,unknown,1,1856,unknown,1434,unknown,unknown,unknown,1,415,47,175,13,21,28,3,1139,114,506,14,22,31,3,880,61,659,22,29,49,3,1398,117,908,17,24,47,3,1057,104,542,15,23,35,3,996,108,468,15,22,29,3,684,78,224,14,21,21,2,758,71,412,18,25,32,3,874,85,536,17,23,38,3,1086,120,452,18,25,21,2,525,56,293,20,25,27,3,172,15,110,18,25,40,3,248,17,186,23,30,47,3,406,32,296,20,26,47,3
-174.7176667,51.83302778,6080,51.83302778,-174.7176667,4B,2534,unknown,1981,unknown,unknown,unknown,1,3441,unknown,2811,unknown,unknown,unknown,1,1893,unknown,1662,unknown,unknown,unknown,1,1509,unknown,1436,unknown,unknown,unknown,1,738,32,704,25,34,88,5,1059,50,965,25,33,78,5,700,42,598,20,28,71,4,789,49,695,18,27,78,5,471,29,365,21,30,59,4,267,19,190,19,28,53,4,303,26,209,15,23,54,4,903,79,570,16,24,44,3,1122,61,995,23,30,72,4,254,15,215,22,29,67,4,285,19,251,17,25,79,5,562,57,314,16,22,35,3,351,30,212,19,27,37,3,372,29,250,18,26,48,3
-133.7460556,57.1662963,3094,57.1662963,-133.7460556,2C,1409,unknown,1350,unknown,unknown,unknown,1,1827,unknown,1468,unknown,unknown,unknown,1,2474,unknown,2071,unknown,unknown,unknown,1,1689,unknown,1441,unknown,unknown,unknown,1,2198,134,1848,21,28,67,4,2195,118,1941,23,31,73,4,1303,72,1149,22,30,72,4,1024,94,630,18,24,38,3,2204,145,1775,20,28,60,4,881,64,603,22,30,42,3,565,25,531,27,33,80,5,1251,90,871,22,30,43,3,469,25,393,28,35,56,4,608,42,489,18,26,64,4,612,45,475,17,25,62,4,1755,126,1287,18,27,56,4,2790,196,2263,18,25,65,4,2702,210,1971,17,25,55,4
-136.5723333,57.83287963,3110,57.83287963,-136.5723333,2C,1918,unknown,1734,unknown,unknown,unknown,1,3238,unknown,2397,unknown,unknown,unknown,1,3284,unknown,2181,unknown,unknown,unknown,1,1856,unknown,1441,unknown,unknown,unknown,1,1232,57,1014,32,40,56,4,1687,99,1336,24,32,57,4,1698,98,1354,23,32,59,4,2554,161,1860,28,35,41,3,1402,117,745,26,33,25,2,822,49,629,25,33,51,4,1255,89,786,25,33,35,3,1871,167,991,18,26,32,3,3504,216,2775,22,30,58,4,715,67,424,18,24,36,3,1450,82,1132,28,36,49,3,1848,101,1518,29,36,51,4,2618,144,2058,27,36,52,4,2173,162,1498,19,27,48,3
-164.4157593,54.16636111,6065,54.16636111,-164.4157593,4A,1007,unknown,562,unknown,unknown,unknown,1,592,unknown,369,unknown,unknown,unknown,1,1120,unknown,723,unknown,unknown,unknown,1,1879,unknown,1445,unknown,unknown,unknown,1,255,35,83,14,20,17,2,399,49,159,18,24,18,2,350,58,63,16,21,7,2,1690,169,998,15,22,39,3,683,90,246,14,20,20,2,421,61,127,16,21,13,2,194,25,72,14,21,20,2,550,86,89,15,21,7,2,144,27,12,12,17,4,2,493,83,37,12,18,4,2,209,38,14,14,19,3,2,253,34,63,13,19,15,2,398,48,148,13,20,23,2,276,35,90,15,21,17,2
-153.1491667,56.49968519,4292,56.49968519,-153.1491667,3A,2441,unknown,2258,unknown,unknown,unknown,1,2267,unknown,2183,unknown,unknown,unknown,1,4667,unknown,3583,unknown,unknown,unknown,1,2576,unknown,1447,unknown,unknown,unknown,1,1060,67,841,21,29,61,4,3133,279,2049,14,22,53,4,4569,360,3172,16,25,54,4,4073,285,3192,17,26,64,4,2145,172,1408,19,26,44,3,2062,200,892,18,26,25,2,1308,102,882,18,26,49,3,2755,274,1244,14,23,31,3,1058,96,557,17,25,33,3,1121,127,302,13,21,19,2,293,33,93,16,23,18,2,772,76,336,18,25,25,2,638,72,168,17,24,14,2,919,123,187,12,19,12,2
-130.5831481,51.99975,2098,51.99975,-130.5831481,2B,1531,unknown,1486,unknown,unknown,unknown,1,1479,unknown,1427,unknown,unknown,unknown,1,1008,unknown,959,unknown,unknown,unknown,1,1490,unknown,1449,unknown,unknown,unknown,1,1674,65,1554,30,39,80,5,1910,76,1742,31,40,74,4,1507,78,1335,24,32,71,4,868,31,839,31,38,87,5,640,21,596,37,46,76,5,603,35,467,26,34,51,4,494,22,440,31,38,64,4,714,30,653,30,37,73,4,1687,82,1505,26,34,70,4,517,23,481,27,34,78,5,1329,53,1256,29,37,83,5,1125,73,918,21,28,60,4,1095,68,907,21,28,65,4,2429,143,2038,22,30,66,4
-137.8332222,58.00044444,4005,58.00044444,-137.8332222,3A,1722,unknown,1506,unknown,unknown,unknown,1,3195,unknown,2520,unknown,unknown,unknown,1,1195,unknown,766,unknown,unknown,unknown,1,1833,unknown,1449,unknown,unknown,unknown,1,2460,113,2288,26,33,79,5,1798,96,1507,27,34,58,4,1849,122,1424,22,30,52,4,1154,83,780,23,31,41,3,1155,61,972,26,34,62,4,1035,68,765,26,33,44,3,637,40,492,23,31,53,4,1802,185,786,16,24,26,3,3290,265,2125,17,26,46,3,1857,127,1477,19,27,62,4,1661,123,1326,17,24,65,4,2516,170,2089,18,26,69,4,2197,151,1766,19,26,63,4,1404,117,798,18,26,38,3
-153.1331389,59.33284259,4369,59.33284259,-153.1331389,3A,1632,unknown,1368,unknown,unknown,unknown,1,1215,unknown,1133,unknown,unknown,unknown,1,891,unknown,626,unknown,unknown,unknown,1,1594,unknown,1451,unknown,unknown,unknown,1,387,25,331,19,26,68,4,967,75,617,21,28,40,3,961,57,822,22,29,67,4,2661,143,2313,23,31,70,4,378,28,263,19,27,50,3,587,49,387,16,24,49,3,823,60,581,21,28,47,3,637,49,429,20,27,45,3,620,26,596,26,34,88,5,429,38,296,16,23,50,3,432,43,171,19,27,21,2,934,67,721,18,26,60,4,239,20,154,17,25,45,3,43,4,30,15,22,50,3
-158.9858519,55.49975926,5176,55.49975926,-158.9858519,3B,3710,unknown,2649,unknown,unknown,unknown,1,3142,unknown,2783,unknown,unknown,unknown,1,5704,unknown,4681,unknown,unknown,unknown,1,2197,unknown,1452,unknown,unknown,unknown,1,1417,120,828,16,25,43,3,1728,121,1274,21,29,50,3,2969,222,2110,19,27,49,3,1426,97,1068,20,28,56,4,1447,162,540,15,22,22,2,1524,166,591,17,24,21,2,1022,124,413,17,23,19,2,1262,171,320,15,22,12,2,1179,151,378,16,22,16,2,577,84,142,14,20,12,2,708,91,163,13,20,14,2,871,112,352,19,24,17,2,1038,138,258,14,21,13,2,1001,139,318,18,23,13,2
