X,Y,station,latitude,longitude,iphc_area,lbs_t_1998,cnt_t_1998,lbs_o32in_1998,a_lbs_o32_1998,t_avg_lbs_1998,pct_t_o32_1998,pct_bin_1998,lbs_t_1999,cnt_t_1999,lbs_o32in_1999,a_lbs_o32_1999,t_avg_lbs_1999,pct_t_o32_1999,pct_bin_1999,lbs_t_2000,cnt_t_2000,lbs_o32in_2000,a_lbs_o32_2000,t_avg_lbs_2000,pct_t_o32_2000,pct_bin_2000,lbs_t_2001,cnt_t_2001,lbs_o32in_2001,a_lbs_o32_2001,t_avg_lbs_2001,pct_t_o32_2001,pct_bin_2001,lbs_t_2002,cnt_t_2002,lbs_o32in_2002,a_lbs_o32_2002,t_avg_lbs_2002,pct_t_o32_2002,pct_bin_2002,lbs_t_2003,cnt_t_2003,lbs_o32in_2003,a_lbs_o32_2003,t_avg_lbs_2003,pct_t_o32_2003,pct_bin_2003,lbs_t_2004,cnt_t_2004,lbs_o32in_2004,a_lbs_o32_2004,t_avg_lbs_2004,pct_t_o32_2004,pct_bin_2004,lbs_t_2005,cnt_t_2005,lbs_o32in_2005,a_lbs_o32_2005,t_avg_lbs_2005,pct_t_o32_2005,pct_bin_2005,lbs_t_2006,cnt_t_2006,lbs_o32in_2006,a_lbs_o32_2006,t_avg_lbs_2006,pct_t_o32_2006,pct_bin_2006,lbs_t_2007,cnt_t_2007,lbs_o32in_2007,a_lbs_o32_2007,t_avg_lbs_2007,pct_t_o32_2007,pct_bin_2007,lbs_t_2008,cnt_t_2008,lbs_o32in_2008,a_lbs_o32_2008,t_avg_lbs_2008,pct_t_o32_2008,pct_bin_2008,lbs_t_2009,cnt_t_2009,lbs_o32in_2009,a_lbs_o32_2009,t_avg_lbs_2009,pct_t_o32_2009,pct_bin_2009,lbs_t_2010,cnt_t_2010,lbs_o32in_2010,a_lbs_o32_2010,t_avg_lbs_2010,pct_t_o32_2010,pct_bin_2010,lbs_t_2011,cnt_t_2011,lbs_o32in_2011,a_lbs_o32_2011,t_avg_lbs_2011,pct_t_o32_2011,pct_bin_2011,lbs_t_2012,cnt_t_2012,lbs_o32in_2012,a_lbs_o32_2012,t_avg_lbs_2012,pct_t_o32_2012,pct_bin_2012,lbs_t_2013,cnt_t_2013,lbs_o32in_2013,a_lbs_o32_2013,t_avg_lbs_2013,pct_t_o32_2013,pct_bin_2013,lbs_t_2014,cnt_t_2014,lbs_o32in_2014,a_lbs_o32_2014,t_avg_lbs_2014,pct_t_o32_2014,pct_bin_2014,lbs_t_2015,cnt_t_2015,lbs_o32in_2015,a_lbs_o32_2015,t_avg_lbs_2015,pct_t_o32_2015,pct_bin_2015
-129.4991574,52.33241667,2109,52.33241667,-129.4991574,2B,478,unknown,418,unknown,unknown,unknown,1,490,unknown,464,unknown,unknown,unknown,1,936,unknown,874,unknown,unknown,unknown,1,369,unknown,369,unknown,unknown,unknown,1,337,10,337,34,0,100,5,539,23,486,30,38,70,4,763,34,649,32,41,59,4,221,9,186,37,46,56,4,537,30,465,22,30,70,4,1155,49,1048,29,37,73,4,798,32,723,31,40,72,4,1013,40,912,33,41,70,4,647,27,564,33,41,63,4,722,34,669,24,33,82,5,617,28,554,26,35,75,4,541,22,509,28,36,82,5,1958,83,1790,28,37,76,5,2395,158,1753,22,30,49,3
-129.2535556,51.50010185,2069,51.50010185,-129.2535556,2B,353,unknown,313,unknown,unknown,unknown,1,93,unknown,85,unknown,unknown,unknown,1,361,unknown,341,unknown,unknown,unknown,1,420,unknown,369,unknown,unknown,unknown,1,734,39,684,21,29,85,5,161,3,153,77,85,67,4,190,14,143,18,26,57,4,474,28,383,23,31,61,4,604,39,454,27,34,44,3,300,29,159,16,23,34,3,1554,137,810,21,28,28,3,2622,132,2346,24,32,75,4,722,48,576,18,27,67,4,558,48,368,15,23,50,3,496,33,376,22,30,52,4,1398,95,992,23,31,46,3,2200,134,1629,24,32,51,4,499,38,312,22,30,37,3
-155.5697083,57.33325,5044,57.33325,-155.5697083,3B,1279,unknown,1258,unknown,unknown,unknown,1,,,,,,,,988,unknown,980,unknown,unknown,unknown,1,371,unknown,371,unknown,unknown,unknown,1,728,41,699,18,28,93,5,1143,60,1089,20,29,90,5,,,,,,,,1663,94,1470,20,29,77,5,1094,71,890,19,27,68,4,1163,73,1018,19,27,75,4,1451,93,1366,16,26,90,5,740,46,644,18,27,76,5,714,52,551,17,25,63,4,352,27,268,16,24,63,4,323,26,256,16,23,62,4,631,44,512,18,26,66,4,1044,95,598,16,24,40,3,265,30,112,14,21,27,3
-155.6363542,56.66433333,5024,56.66433333,-155.6363542,3B,602,unknown,574,unknown,unknown,unknown,1,1803,unknown,1760,unknown,unknown,unknown,1,2034,unknown,1945,unknown,unknown,unknown,1,446,unknown,372,unknown,unknown,unknown,1,,,,,,,,1712,78,1630,24,33,88,5,,,,,,,,816,39,757,24,32,82,5,1143,73,954,19,27,67,4,501,33,433,17,26,79,5,790,56,621,16,26,68,4,816,51,729,18,26,80,5,1486,116,1124,16,24,62,4,839,59,628,18,27,59,4,618,51,434,16,24,55,4,642,50,485,17,24,58,4,1268,129,571,14,22,31,3,301,28,147,15,23,36,3
-130.5842963,53.66598148,2147,53.66598148,-130.5842963,2B,752,unknown,559,unknown,unknown,unknown,1,389,unknown,300,unknown,unknown,unknown,1,502,unknown,330,unknown,unknown,unknown,1,470,unknown,375,unknown,unknown,unknown,1,520,33,428,20,28,64,4,545,53,314,17,23,36,3,812,70,512,19,26,39,3,492,34,380,18,27,62,4,344,25,270,18,25,60,4,331,26,242,17,25,54,4,402,29,304,19,27,55,4,389,30,282,17,25,57,4,884,81,510,16,24,40,3,339,25,250,19,27,52,4,6,1,0,0,0,0,1,591,36,486,22,30,61,4,932,58,768,20,28,66,4,838,69,550,20,27,39,3
-130.0511296,52.00036111,2096,52.00036111,-130.0511296,2B,498,unknown,488,unknown,unknown,unknown,1,1452,unknown,1030,unknown,unknown,unknown,1,664,unknown,347,unknown,unknown,unknown,1,572,unknown,376,unknown,unknown,unknown,1,261,17,197,25,32,47,3,1923,155,1198,17,26,45,3,1653,143,946,18,26,36,3,908,86,486,21,28,27,3,496,72,77,15,22,7,2,365,42,109,16,23,17,2,1489,151,667,16,24,27,3,1778,140,1113,20,28,41,3,1721,161,965,17,24,36,3,689,57,443,19,26,40,3,809,62,637,18,25,56,4,1030,95,528,19,26,29,3,2053,171,1218,20,27,36,3,1206,126,518,14,22,29,3
-146.8136042,60.49986458,4139,60.49986458,-146.8136042,3A,2323,unknown,2265,unknown,unknown,unknown,1,847,unknown,840,unknown,unknown,unknown,1,716,unknown,716,unknown,unknown,unknown,1,378,unknown,378,unknown,unknown,unknown,1,,,,,,,,,,,,,,,404,15,393,28,39,93,5,467,19,467,25,0,100,5,304,9,304,34,0,100,5,133,7,133,19,0,100,5,547,19,540,30,37,95,5,578,22,555,29,37,86,5,396,27,287,22,30,48,3,560,34,487,19,28,76,5,887,62,724,17,25,69,4,344,24,297,17,24,75,4,1749,106,1501,19,28,74,4,844,60,658,17,26,63,4
172.6332167,52.83398333,6152,52.83398333,172.6332167,4B,,,,,,,,,,,,,,,2623,unknown,2532,unknown,unknown,unknown,1,398,unknown,379,unknown,unknown,unknown,1,388,22,333,21,30,73,4,1950,69,1893,31,39,90,5,559,24,529,25,35,88,5,2135,68,2089,34,41,91,5,1909,72,1856,28,37,92,5,384,16,356,27,37,81,5,976,45,902,26,33,78,5,1562,47,1519,36,45,89,5,463,20,420,28,37,75,4,1075,49,947,28,36,69,4,747,24,728,33,43,92,5,451,22,371,31,39,55,4,337,15,328,23,32,93,5,719,26,666,33,42,77,5
-129.5299352,52.4995,2115,52.4995,-129.5299352,2B,1839,unknown,1793,unknown,unknown,unknown,1,1154,unknown,1065,unknown,unknown,unknown,1,492,unknown,390,unknown,unknown,unknown,1,512,unknown,387,unknown,unknown,unknown,1,598,34,489,23,32,62,4,686,31,615,28,36,71,4,986,30,946,39,46,80,5,195,17,119,17,25,41,3,850,75,452,22,29,28,3,717,78,267,19,26,18,2,656,30,520,40,48,43,3,1629,86,1266,31,39,48,3,1392,97,951,22,30,45,3,1235,89,933,17,26,62,4,706,67,350,15,23,36,3,522,29,359,36,44,34,3,1404,72,1141,30,38,53,4,825,39,676,34,42,51,4
-124.883125,46.83296875,1064,46.83296875,-124.883125,2A,,,,,,,,386,unknown,327,unknown,unknown,unknown,1,,,,,,,,417,unknown,389,unknown,unknown,unknown,1,593,35,509,20,29,71,4,338,20,267,22,31,60,4,495,34,394,17,26,68,4,505,36,379,17,26,61,4,503,33,424,18,26,73,4,78,7,55,14,21,57,4,118,12,57,14,22,33,3,167,16,73,18,26,25,2,581,38,444,20,29,58,4,697,51,497,18,27,53,4,1079,69,912,19,27,70,4,546,38,412,18,27,61,4,460,32,344,18,27,59,4,725,54,521,17,26,57,4
-176.3504259,51.9995,6091,51.9995,-176.3504259,4B,1590,unknown,1312,unknown,unknown,unknown,1,2817,unknown,2462,unknown,unknown,unknown,1,2590,unknown,2382,unknown,unknown,unknown,1,466,unknown,389,unknown,unknown,unknown,1,328,18,321,19,26,94,5,1339,49,1239,33,42,78,5,390,21,369,19,30,90,5,362,26,302,16,24,73,4,257,15,227,21,28,73,4,516,39,373,17,25,56,4,539,30,465,22,30,70,4,597,47,412,16,25,53,4,512,42,353,15,24,55,4,576,56,318,15,23,38,3,323,20,289,18,27,80,5,669,62,352,17,24,34,3,900,89,454,14,22,36,3,869,59,685,19,27,63,4
-128.9993056,50.83386111,2044,50.83386111,-128.9993056,2B,1427,unknown,1338,unknown,unknown,unknown,1,1042,unknown,874,unknown,unknown,unknown,1,692,unknown,640,unknown,unknown,unknown,1,438,unknown,390,unknown,unknown,unknown,1,348,27,231,18,26,48,3,1009,57,864,23,30,67,4,2097,69,1983,36,44,80,5,2048,81,1827,36,43,63,4,1678,88,1382,31,38,50,3,1865,80,1605,36,43,56,4,850,38,690,46,53,39,3,938,42,760,38,46,48,3,1394,62,1278,27,35,76,5,1300,35,1287,39,46,94,5,1451,62,1267,33,41,61,4,557,27,480,32,38,56,4,1123,67,813,33,40,37,3,1563,83,1306,27,34,59,4
-145.901787,59.66778704,4113,59.66778704,-145.901787,3A,3848,unknown,2555,unknown,unknown,unknown,1,2389,unknown,1747,unknown,unknown,unknown,1,1222,unknown,972,unknown,unknown,unknown,1,766,unknown,390,unknown,unknown,unknown,1,3435,176,2832,28,36,57,4,2063,99,1745,30,38,60,4,3365,197,2737,23,31,60,4,2931,141,2600,26,34,71,4,1768,92,1489,24,33,67,4,239,5,239,48,0,100,5,2745,173,2024,24,32,50,3,1366,114,785,19,27,37,3,2147,129,1655,27,34,48,3,2112,153,1500,21,29,46,3,809,76,390,16,24,33,3,1645,127,1052,21,28,40,3,126,19,11,11,17,5,2,957,114,359,13,20,24,2
-130.3171759,52.83330556,2126,52.83330556,-130.3171759,2B,450,unknown,450,unknown,unknown,unknown,1,36,unknown,36,unknown,unknown,unknown,1,280,unknown,261,unknown,unknown,unknown,1,406,unknown,391,unknown,unknown,unknown,1,553,24,533,24,34,92,5,111,4,111,28,0,100,5,598,25,548,30,38,72,4,267,14,231,23,32,71,4,252,13,223,25,32,69,4,190,15,164,15,21,73,4,119,5,104,35,42,60,4,465,17,449,30,38,88,5,210,10,181,26,36,70,4,176,10,153,22,30,70,4,68,2,68,34,0,100,5,433,13,433,33,0,100,5,18,2,13,13,18,50,3,319,15,277,28,36,67,4
-128.6987778,52.00015741,2083,52.00015741,-128.6987778,2B,51,unknown,51,unknown,unknown,unknown,1,490,unknown,422,unknown,unknown,unknown,1,1742,unknown,1670,unknown,unknown,unknown,1,426,unknown,391,unknown,unknown,unknown,1,186,9,178,22,30,89,5,704,51,526,19,27,55,4,104,10,48,16,24,30,3,107,8,74,19,27,50,3,188,21,49,16,24,14,2,273,23,157,16,25,43,3,594,45,412,17,26,53,4,490,33,408,18,26,70,4,205,13,166,21,29,62,4,174,12,145,16,26,75,4,269,20,203,18,26,55,4,404,22,330,25,34,59,4,279,29,120,13,21,31,3,99,9,66,13,21,56,4
-129.7678889,52.66627778,2121,52.66627778,-129.7678889,2B,422,unknown,386,unknown,unknown,unknown,1,253,unknown,179,unknown,unknown,unknown,1,198,unknown,174,unknown,unknown,unknown,1,429,unknown,396,unknown,unknown,unknown,1,254,10,254,25,0,100,5,732,20,732,37,0,100,5,2280,120,2049,23,30,76,5,243,10,233,26,36,90,5,373,15,316,35,45,60,4,184,7,173,29,40,86,5,1337,43,1310,33,42,93,5,949,31,929,33,40,90,5,413,12,404,37,46,92,5,249,7,229,46,56,71,4,401,16,381,27,37,88,5,249,11,226,28,36,73,4,1336,69,1013,36,44,41,3,952,65,664,24,31,43,3
179.1172,51.33158333,6113,51.33158333,179.1172,4B,,,,,,,,,,,,,,,3420,unknown,3403,unknown,unknown,unknown,1,411,unknown,397,unknown,unknown,unknown,1,1017,16,1017,64,0,100,5,25,2,25,13,0,100,5,170,11,138,20,28,64,4,846,29,806,34,42,83,5,578,12,578,48,0,100,5,129,3,129,43,0,100,5,803,24,761,40,48,79,5,313,13,297,27,35,85,5,300,13,300,23,0,100,5,221,7,211,35,45,86,5,107,8,83,17,25,63,4,988,21,988,47,0,100,5,447,12,439,40,48,92,5,590,20,590,30,0,100,5
-124.6498333,44.83482292,1036,44.83482292,-124.6498333,2A,,,,,,,,256,unknown,256,unknown,unknown,unknown,1,,,,,,,,398,unknown,398,unknown,unknown,unknown,1,391,12,391,33,0,100,5,71,2,71,36,0,100,5,138,6,138,23,0,100,5,287,12,287,24,0,100,5,139,7,134,22,27,86,5,65,2,65,33,0,100,5,25,1,25,25,0,100,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,96,5,96,19,0,100,5,221,14,221,16,0,100,5,42,3,34,17,25,67,4,143,6,143,24,0,100,5,126,6,99,33,42,50,3
-174.9828796,52.16623148,6098,52.16623148,-174.9828796,4B,1464,unknown,1170,unknown,unknown,unknown,1,1693,unknown,1523,unknown,unknown,unknown,1,1346,unknown,1117,unknown,unknown,unknown,1,437,unknown,398,unknown,unknown,unknown,1,354,15,345,25,34,93,5,355,18,316,24,32,72,4,381,14,372,29,38,93,5,276,17,229,23,30,59,4,300,25,210,30,35,28,3,509,40,326,25,32,33,3,351,19,285,32,38,47,3,875,71,583,20,27,41,3,551,33,423,26,34,48,3,805,58,598,21,28,48,3,89,8,57,14,22,50,3,446,55,160,16,22,18,2,1275,102,784,22,29,35,3,604,44,423,20,28,48,3
-131.1500741,54.50038889,2170,54.50038889,-131.1500741,2B,1214,unknown,1054,unknown,unknown,unknown,1,935,unknown,741,unknown,unknown,unknown,1,482,unknown,423,unknown,unknown,unknown,1,444,unknown,399,unknown,unknown,unknown,1,586,37,483,19,28,68,4,1321,106,973,15,23,62,4,927,83,551,15,23,43,3,1324,102,988,16,24,61,4,483,43,251,18,26,33,3,759,73,344,14,23,33,3,1315,115,772,15,24,43,3,771,67,450,15,24,45,3,1773,151,1079,15,24,49,3,675,62,381,14,23,44,3,990,81,690,15,24,57,4,1864,136,1550,16,24,74,4,1733,132,1408,15,24,72,4,1533,125,1121,15,23,59,4
-130.2998796,52.99957407,2135,52.99957407,-130.2998796,2B,822,unknown,786,unknown,unknown,unknown,1,197,unknown,197,unknown,unknown,unknown,1,268,unknown,268,unknown,unknown,unknown,1,411,unknown,400,unknown,unknown,unknown,1,215,12,196,20,29,83,5,421,15,421,28,0,100,5,404,17,388,26,34,88,5,119,4,119,30,0,100,5,92,5,82,21,31,80,5,105,5,92,31,37,60,4,24,2,13,13,24,50,3,521,22,521,24,0,100,5,138,6,128,26,36,83,5,115,5,105,26,36,80,5,435,19,416,24,34,89,5,603,25,590,26,32,92,5,216,8,216,27,0,100,5,386,21,365,19,30,90,5
-144.3005093,59.83240741,4099,59.83240741,-144.3005093,3A,273,unknown,273,unknown,unknown,unknown,1,1150,unknown,843,unknown,unknown,unknown,1,562,unknown,468,unknown,unknown,unknown,1,561,unknown,400,unknown,unknown,unknown,1,337,23,239,27,34,39,3,340,29,189,21,29,31,3,157,8,116,58,65,25,2,462,43,234,26,33,21,2,638,37,503,30,36,46,3,37,1,37,37,0,100,5,161,7,132,44,51,43,3,179,8,154,31,39,63,4,653,76,234,14,21,22,2,289,26,173,17,25,38,3,562,35,408,29,36,40,3,0,0,0,0,0,0,1,958,35,864,48,54,51,4,559,50,327,27,33,24,2
-125.3841562,48.3333125,1084,48.3333125,-125.3841562,2A,,,,,,,,242,unknown,242,unknown,unknown,unknown,1,,,,,,,,401,unknown,401,unknown,unknown,unknown,1,63,2,63,32,0,100,5,82,4,82,21,0,100,5,29,1,29,29,0,100,5,486,26,468,20,29,92,5,61,2,61,31,0,100,5,17,1,17,17,0,100,5,62,3,62,21,0,100,5,112,5,112,22,0,100,5,81,4,81,20,0,100,5,178,9,170,21,29,89,5,41,1,41,41,0,100,5,33,2,25,25,33,50,3,17,1,17,17,0,100,5,119,9,92,15,24,67,4
-133.4341204,55.83317593,3059,55.83317593,-133.4341204,2C,651,unknown,634,unknown,unknown,unknown,1,145,unknown,145,unknown,unknown,unknown,1,247,unknown,247,unknown,unknown,unknown,1,420,unknown,404,unknown,unknown,unknown,1,1280,40,1251,34,43,93,5,229,7,229,33,0,100,5,256,9,256,28,0,100,5,692,20,661,41,49,80,5,528,18,520,31,39,94,5,321,10,285,48,57,60,4,697,31,641,26,35,81,5,1130,47,1059,28,36,81,5,349,18,320,23,30,78,5,1095,58,1021,20,30,86,5,197,10,187,21,31,90,5,580,31,543,21,28,84,5,796,32,783,26,33,94,5,824,21,824,39,0,100,5
-155.2681471,57.16665686,5039,57.16665686,-155.2681471,3B,2060,unknown,2015,unknown,unknown,unknown,1,1670,unknown,1547,unknown,unknown,unknown,1,1565,unknown,1515,unknown,unknown,unknown,1,432,unknown,404,unknown,unknown,unknown,1,1223,73,1094,19,28,81,5,1101,58,1012,21,31,84,5,,,,,,,,943,56,845,19,28,80,5,976,60,911,17,26,88,5,1122,77,931,17,26,71,4,584,40,519,16,25,83,5,255,19,222,15,23,79,5,801,51,698,18,26,76,5,681,46,537,19,27,61,4,636,49,457,17,25,55,4,762,54,564,18,27,59,4,989,98,430,15,23,30,3,266,28,117,15,22,29,3
-146.1811019,60.16593519,4134,60.16593519,-146.1811019,3A,2100,unknown,1786,unknown,unknown,unknown,1,474,unknown,380,unknown,unknown,unknown,1,1410,unknown,1097,unknown,unknown,unknown,1,595,unknown,410,unknown,unknown,unknown,1,295,17,244,24,32,59,4,928,52,785,23,31,65,4,713,56,582,17,23,63,4,832,70,514,21,28,36,3,969,105,510,16,22,30,3,330,34,182,17,23,32,3,322,15,291,26,34,73,4,864,94,454,15,22,32,3,269,21,190,19,26,48,3,718,81,302,19,25,20,2,99,7,80,20,26,57,4,625,49,441,19,26,47,3,1281,114,716,21,28,30,3,1579,102,1207,26,32,46,3
-167.4623922,53.66516667,6046,53.66516667,-167.4623922,4A,2120,unknown,2111,unknown,unknown,unknown,1,610,unknown,599,unknown,unknown,unknown,1,1250,unknown,1241,unknown,unknown,unknown,1,505,unknown,419,unknown,unknown,unknown,1,2133,64,2124,34,43,98,5,2560,105,2454,27,35,88,5,457,24,418,22,30,79,5,,,,,,,,1814,80,1693,26,34,83,5,1012,60,819,22,30,63,4,710,43,603,21,28,67,4,1125,82,873,17,25,62,4,1869,135,1458,17,25,64,4,1099,67,1009,18,27,85,5,1144,103,656,15,23,42,3,1346,90,1127,18,26,71,4,1440,100,1094,18,27,62,4,668,55,412,16,25,47,3
-133.7339815,56.4835463,3081,56.4835463,-133.7339815,2C,546,unknown,546,unknown,unknown,unknown,1,594,unknown,585,unknown,unknown,unknown,1,1114,unknown,1093,unknown,unknown,unknown,1,428,unknown,420,unknown,unknown,unknown,1,950,33,888,34,43,79,5,691,28,633,30,38,75,4,1510,65,1397,27,35,78,5,1180,63,1028,24,32,67,4,835,42,712,31,37,55,4,1094,68,746,30,38,37,3,527,34,377,29,36,38,3,953,50,768,28,36,54,4,803,58,519,26,33,34,3,1221,60,1001,30,38,55,4,364,15,335,28,38,80,5,1337,46,1243,38,45,72,4,1203,34,1159,41,49,82,5,2164,75,2080,33,40,85,5
-137.2175,57.83321296,4001,57.83321296,-137.2175,3A,840,unknown,832,unknown,unknown,unknown,1,111,unknown,111,unknown,unknown,unknown,1,704,unknown,683,unknown,unknown,unknown,1,421,unknown,421,unknown,unknown,unknown,1,756,22,756,34,0,100,5,1332,57,1284,25,34,91,5,331,8,331,41,0,100,5,647,24,623,30,38,88,5,462,14,462,33,0,100,5,255,12,222,28,36,67,4,760,39,728,21,29,90,5,385,16,375,25,35,94,5,69,5,46,23,31,40,3,462,22,445,22,31,91,5,423,22,383,23,31,77,5,85,6,76,15,24,83,5,547,25,532,23,31,92,5,400,28,291,18,27,57,4
177.5509,51.83335,6121,51.83335,177.5509,4B,,,,,,,,,,,,,,,1373,unknown,1336,unknown,unknown,unknown,1,441,unknown,421,unknown,unknown,unknown,1,440,11,440,40,0,100,5,443,11,443,40,0,100,5,696,11,696,63,0,100,5,268,9,251,36,44,78,5,88,2,81,81,88,50,3,54,1,54,54,0,100,5,217,9,200,29,37,78,5,524,15,524,35,0,100,5,59,5,43,14,22,60,4,333,4,333,83,0,100,5,116,5,116,23,0,100,5,117,5,117,23,0,100,5,308,7,294,59,66,71,4,195,8,195,24,0,100,5
-147.83325,60.48341667,4142,60.48341667,-147.83325,3A,1455,unknown,1446,unknown,unknown,unknown,1,1208,unknown,1178,unknown,unknown,unknown,1,985,unknown,975,unknown,unknown,unknown,1,429,unknown,422,unknown,unknown,unknown,1,566,19,560,31,37,95,5,1512,58,1423,30,39,83,5,1361,46,1332,31,41,93,5,1265,57,1167,27,34,77,5,958,43,899,25,33,84,5,843,39,750,28,36,69,4,742,34,689,25,33,82,5,845,54,722,18,27,74,4,525,38,381,18,27,55,4,275,21,204,17,25,57,4,501,31,428,19,28,71,4,763,53,589,18,27,60,4,1859,93,1772,21,30,89,5,1260,93,862,22,29,43,3
174.03225,52.333,6134,52.333,174.03225,4B,,,,,,,,,,,,,,,966,unknown,918,unknown,unknown,unknown,1,444,unknown,422,unknown,unknown,unknown,1,157,7,140,28,37,71,4,210,12,170,24,32,58,4,403,16,394,26,35,94,5,603,29,594,21,30,97,5,265,13,249,23,31,85,5,24,2,24,12,0,100,5,129,6,123,25,31,83,5,262,12,262,22,0,100,5,241,13,227,21,28,85,5,86,2,86,43,0,100,5,0,0,0,0,0,0,1,122,4,114,38,46,75,4,86,6,59,20,29,50,3,253,14,248,19,24,93,5
-158.3995556,55.50078704,5122,55.50078704,-158.3995556,3B,1486,unknown,1364,unknown,unknown,unknown,1,4039,unknown,3726,unknown,unknown,unknown,1,2220,unknown,2055,unknown,unknown,unknown,1,444,unknown,426,unknown,unknown,unknown,1,385,22,334,24,30,64,4,1287,86,942,23,31,48,3,1126,101,663,20,27,33,3,443,35,332,16,24,60,4,451,28,371,20,28,68,4,855,82,497,15,22,40,3,498,42,370,14,22,62,4,1120,101,637,15,23,42,3,266,32,107,13,20,25,2,781,83,352,15,22,28,3,792,78,340,16,24,27,3,188,26,52,17,23,12,2,144,17,43,14,22,18,2,66,7,21,21,29,14,2
-130.5849907,52.83112037,2133,52.83112037,-130.5849907,2B,326,unknown,248,unknown,unknown,unknown,1,378,unknown,283,unknown,unknown,unknown,1,625,unknown,541,unknown,unknown,unknown,1,514,unknown,426,unknown,unknown,unknown,1,570,34,502,19,28,76,5,704,56,501,15,24,59,4,431,36,287,16,24,50,3,548,55,245,18,25,25,2,151,14,63,16,25,29,3,106,9,50,17,26,33,3,603,34,587,18,26,94,5,404,29,302,18,26,59,4,1079,54,920,26,35,65,4,210,16,157,16,25,63,4,354,26,272,16,25,65,4,181,15,130,14,23,60,4,343,17,279,31,39,53,4,556,48,305,17,25,38,3
-124.8836354,46.9994375,1067,46.9994375,-124.8836354,2A,,,,,,,,111,unknown,111,unknown,unknown,unknown,1,,,,,,,,494,unknown,430,unknown,unknown,unknown,1,31,1,31,31,0,100,5,200,12,150,25,33,50,3,47,4,30,15,24,50,3,43,1,43,43,0,100,5,13,1,13,13,0,100,5,73,5,66,17,24,80,5,36,4,11,11,19,25,2,11,1,0,0,0,0,1,173,11,155,17,26,82,5,99,6,99,17,0,100,5,117,9,96,16,23,67,4,40,4,13,13,22,25,2,84,6,53,27,34,33,3,151,12,114,14,24,67,4
-155.9327843,56.66678431,5025,56.66678431,-155.9327843,3B,2088,unknown,2023,unknown,unknown,unknown,1,1832,unknown,1746,unknown,unknown,unknown,1,1564,unknown,1506,unknown,unknown,unknown,1,476,unknown,431,unknown,unknown,unknown,1,1047,56,979,20,30,88,5,1364,71,1280,21,30,87,5,,,,,,,,1414,83,1329,18,27,89,5,959,59,885,17,27,86,5,408,24,354,20,29,75,4,645,43,601,16,25,88,5,675,43,603,17,26,81,5,404,29,331,17,25,69,4,214,18,144,14,23,56,4,231,23,109,16,23,30,3,481,34,394,18,25,65,4,871,82,465,16,23,37,3,77,4,77,19,0,100,5
-134.6645556,57.16668519,3096,57.16668519,-134.6645556,2C,852,unknown,824,unknown,unknown,unknown,1,715,unknown,695,unknown,unknown,unknown,1,574,unknown,515,unknown,unknown,unknown,1,486,unknown,432,unknown,unknown,unknown,1,577,42,379,27,34,33,3,1382,47,1286,38,45,72,4,1117,48,975,35,42,58,4,711,45,565,24,30,53,4,727,39,601,33,39,46,3,658,38,470,39,46,32,3,565,17,547,36,45,88,5,627,21,571,41,49,67,4,629,18,609,41,47,83,5,244,11,231,29,33,73,4,573,25,503,34,41,60,4,739,30,649,38,45,57,4,578,25,518,30,38,68,4,864,32,772,39,46,63,4
-173.8838981,52.33473148,6105,52.33473148,-173.8838981,4B,1935,unknown,1376,unknown,unknown,unknown,1,458,unknown,332,unknown,unknown,unknown,1,627,unknown,365,unknown,unknown,unknown,1,503,unknown,432,unknown,unknown,unknown,1,885,45,738,26,35,62,4,1334,67,1119,30,37,55,4,941,38,842,32,41,68,4,237,19,160,23,29,37,3,542,63,256,14,21,29,3,584,63,268,15,22,29,3,504,21,468,29,36,76,5,680,61,344,19,27,30,3,1526,113,977,23,31,38,3,350,32,196,22,28,28,3,191,23,94,13,19,30,3,895,96,464,17,23,28,3,974,102,428,23,29,19,2,796,84,350,19,26,21,2
-131.4361574,54.49772222,2171,54.49772222,-131.4361574,2B,2455,unknown,2159,unknown,unknown,unknown,1,1011,unknown,894,unknown,unknown,unknown,1,844,unknown,696,unknown,unknown,unknown,1,513,unknown,432,unknown,unknown,unknown,1,648,38,548,21,29,68,4,1055,54,905,25,33,67,4,1536,99,1198,20,29,60,4,561,30,454,28,36,53,4,886,60,614,26,33,40,3,576,32,455,27,35,53,4,2004,103,1726,25,33,68,4,2585,151,2053,24,32,58,4,1727,96,1505,22,30,72,4,1254,76,1059,20,28,68,4,985,48,832,29,37,60,4,1426,72,1219,27,34,64,4,1153,77,913,19,27,62,4,1876,144,1193,19,27,44,3
-161.5678333,54.16697917,5189,54.16697917,-161.5678333,3B,1717,unknown,1536,unknown,unknown,unknown,1,3144,unknown,2681,unknown,unknown,unknown,1,,,,,,,,557,unknown,432,unknown,unknown,unknown,1,1233,96,904,17,25,54,4,3070,259,1934,18,26,41,3,708,73,332,17,24,26,3,,,,,,,,381,42,204,16,22,31,3,708,89,214,14,21,17,2,337,52,62,12,18,10,2,792,107,207,13,19,15,2,488,49,252,14,22,37,3,646,88,125,13,19,11,2,262,32,90,15,22,19,2,410,47,195,16,22,26,3,947,106,397,15,22,25,2,1323,141,528,14,22,27,3
